,wind_speed,direction,ghi,pressure,temp_air,precipitation
2022-02-10 03:00:00,2.8690699090084535,-126.52036083087208,0.0,99919.97916666667,3.4077850341797102,3.0578424533208204e-07
2022-02-10 04:00:00,3.159229150594837,-134.63237986903394,0.0,99919.75,3.7935424804687727,7.546817262967429e-07
2022-02-10 05:00:00,3.3093807442231777,-144.68483733922218,0.0,99903.35416666667,4.741840616862021,7.820315659046173e-06
2022-02-10 06:00:00,3.137716415025093,-155.12304249005047,0.0,99956.5,4.982985432942712,2.1851559475057528e-05
2022-02-10 07:00:00,3.2136424060543267,-156.55029759571363,11.685,99978.70833333333,5.618493652343773,2.5871520241101585e-05
2022-02-10 08:00:00,3.716466020609543,-155.92497242608982,46.51296296296296,100004.5,6.227934773763025,4.964259763558705e-05
2022-02-10 09:00:00,4.589280269892083,-156.66338178989537,72.43541666666667,100009.125,6.909941609700525,0.00015408980349699658
2022-02-10 10:00:00,4.581430113454295,-161.04716292482726,64.16886574074074,100034.10416666667,7.099226888020837,0.000407559797167778
2022-02-10 11:00:00,4.092936253301478,-167.9098229618869,55.63166666666667,100055.52083333333,7.133864339192712,0.0004469317694505055
2022-02-10 12:00:00,3.3037819122893044,-174.67814612044185,49.462199074074064,100011.16666666667,7.017480468750023,0.0003595563272635143
2022-02-10 13:00:00,2.3420608761450556,-181.6499139940118,39.745555555555555,100008.27083333333,6.827701822916708,0.0007123593240976334
2022-02-10 14:00:00,2.639873771887036,-199.26518539261224,27.938171296296318,100038.79166666667,6.682519531250023,0.0012209825217723846
2022-02-10 15:00:00,2.692529615888453,-217.11547978829287,22.764884259259237,100047.35416666667,6.123925781250023,0.0011770526568094892
2022-02-10 16:00:00,2.196890965509116,-214.82322976837202,3.443888888888889,100090.54166666667,5.502587890625023,0.0008256162206331883
2022-02-10 17:00:00,1.9261655268870959,-201.73193056539554,0.0,100107.6875,5.052392578125023,0.0005591952552398052
2022-02-10 18:00:00,1.9048758104197212,-196.1523671055562,0.0,100082.41666666667,5.076074218750023,0.0005593982835610705
2022-02-10 19:00:00,2.9066120131636226,-197.89842078698678,0.0,100134.0,4.718052164713583,0.0011410141984621687
2022-02-10 20:00:00,3.507980600057357,-204.45520954767335,0.0,100217.27083333333,3.7535644531250227,0.0016478225588798514
2022-02-10 21:00:00,3.0395816302532017,-195.70333953989132,0.0001851851852067436,100237.45833333333,2.9345336914062727,0.0010829468568166103
2022-02-10 22:00:00,2.9798223179162435,-177.0281436080396,0.0,100263.22916666667,2.7164093017578352,0.00041372328996658325
2022-02-10 23:00:00,3.174118326051134,-167.8914498250923,0.0,100243.04166666667,2.5163004557292084,0.00013472139835357666
